OEM_KODU,MARKA,KATEGORI,PARCA_ADI,UYUMLU_MODELLER,MUADIL_REFERANSLAR,DEGISIM_ARALIGI,TEKNIK_OZELLIKLER
0501101263,"ZF Marine","Hava Emiş","ZF Marine Hava Emiş Elemanı & Orijinal Servis Kiti (0501101263)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01263, Baldwin 01263, Donaldson 01263","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101263)"
0501101264,"ZF Marine","Termostat & Soğutma","ZF Marine Termostat & Soğutma Elemanı & Orijinal Servis Kiti (0501101264)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01264, Baldwin 01264, Donaldson 01264","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101264)"
0501101265,"ZF Marine","Kayış & Kasnak","ZF Marine Kayış & Kasnak Elemanı & Orijinal Servis Kiti (0501101265)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01265, Baldwin 01265, Donaldson 01265","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101265)"
0501101266,"ZF Marine","Sensör & Elektronik","ZF Marine Sensör & Elektronik Elemanı & Orijinal Servis Kiti (0501101266)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01266, Baldwin 01266, Donaldson 01266","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101266)"
0501101267,"ZF Marine","Tutya & Korozyon","ZF Marine Tutya & Korozyon Elemanı & Orijinal Servis Kiti (0501101267)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01267, Baldwin 01267, Donaldson 01267","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101267)"
0501101268,"ZF Marine","Ateşleme & Elektrik","ZF Marine Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (0501101268)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01268, Baldwin 01268, Donaldson 01268","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101268)"
0501101269,"ZF Marine","Şanzıman & Redüksiyon","ZF Marine Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (0501101269)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01269, Baldwin 01269, Donaldson 01269","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101269)"
0501101270,"ZF Marine","Yağlama & Filtre","ZF Marine Yağlama & Filtre Elemanı & Orijinal Servis Kiti (0501101270)","ZF25A..ZF500 Hidrolik Şanzıman Filtreleri","Mann 01270, Baldwin 01270, Donaldson 01270","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 0501101270)"
TWI-1271,"Twin Disc","Yakıt Filtrasyonu","Twin Disc Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (TWI-1271)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1271, Baldwin -1271, Fleetguard -1271","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1271)"
TWI-1272,"Twin Disc","İmpeller & Soğutma","Twin Disc İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (TWI-1272)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1272, Baldwin -1272, Fleetguard -1272","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1272)"
TWI-1273,"Twin Disc","Hava Emiş","Twin Disc Hava Emiş Elemanı & Orijinal Servis Kiti (TWI-1273)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1273, Baldwin -1273, Fleetguard -1273","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1273)"
TWI-1274,"Twin Disc","Termostat & Soğutma","Twin Disc Termostat & Soğutma Elemanı & Orijinal Servis Kiti (TWI-1274)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1274, Baldwin -1274, Fleetguard -1274","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1274)"
TWI-1275,"Twin Disc","Kayış & Kasnak","Twin Disc Kayış & Kasnak Elemanı & Orijinal Servis Kiti (TWI-1275)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1275, Baldwin -1275, Fleetguard -1275","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1275)"
TWI-1276,"Twin Disc","Sensör & Elektronik","Twin Disc Sensör & Elektronik Elemanı & Orijinal Servis Kiti (TWI-1276)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1276, Baldwin -1276, Fleetguard -1276","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1276)"
TWI-1277,"Twin Disc","Tutya & Korozyon","Twin Disc Tutya & Korozyon Elemanı & Orijinal Servis Kiti (TWI-1277)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1277, Baldwin -1277, Fleetguard -1277","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1277)"
TWI-1278,"Twin Disc","Ateşleme & Elektrik","Twin Disc Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (TWI-1278)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1278, Baldwin -1278, Fleetguard -1278","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1278)"
TWI-1279,"Twin Disc","Şanzıman & Redüksiyon","Twin Disc Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (TWI-1279)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1279, Baldwin -1279, Fleetguard -1279","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1279)"
TWI-1280,"Twin Disc","Yağlama & Filtre","Twin Disc Yağlama & Filtre Elemanı & Orijinal Servis Kiti (TWI-1280)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1280, Baldwin -1280, Fleetguard -1280","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1280)"
TWI-1281,"Twin Disc","Yakıt Filtrasyonu","Twin Disc Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (TWI-1281)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1281, Baldwin -1281, Fleetguard -1281","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1281)"
TWI-1282,"Twin Disc","İmpeller & Soğutma","Twin Disc İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (TWI-1282)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1282, Baldwin -1282, Fleetguard -1282","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1282)"
TWI-1283,"Twin Disc","Hava Emiş","Twin Disc Hava Emiş Elemanı & Orijinal Servis Kiti (TWI-1283)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1283, Baldwin -1283, Fleetguard -1283","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1283)"
TWI-1284,"Twin Disc","Termostat & Soğutma","Twin Disc Termostat & Soğutma Elemanı & Orijinal Servis Kiti (TWI-1284)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1284, Baldwin -1284, Fleetguard -1284","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1284)"
TWI-1285,"Twin Disc","Kayış & Kasnak","Twin Disc Kayış & Kasnak Elemanı & Orijinal Servis Kiti (TWI-1285)","MG506..MG514 Ağır Hizmet Şanzıman Filtreleri","Donaldson -1285, Baldwin -1285, Fleetguard -1285","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: TWI-1285)"
SEA-1286,"Seakeeper","Sensör & Elektronik","Seakeeper Sensör & Elektronik Elemanı & Orijinal Servis Kiti (SEA-1286)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1286, Parker -1286","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1286)"
SEA-1287,"Seakeeper","Tutya & Korozyon","Seakeeper Tutya & Korozyon Elemanı & Orijinal Servis Kiti (SEA-1287)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1287, Parker -1287","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1287)"
SEA-1288,"Seakeeper","Ateşleme & Elektrik","Seakeeper Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (SEA-1288)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1288, Parker -1288","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1288)"
SEA-1289,"Seakeeper","Şanzıman & Redüksiyon","Seakeeper Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (SEA-1289)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1289, Parker -1289","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1289)"
SEA-1290,"Seakeeper","Yağlama & Filtre","Seakeeper Yağlama & Filtre Elemanı & Orijinal Servis Kiti (SEA-1290)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1290, Parker -1290","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1290)"
SEA-1291,"Seakeeper","Yakıt Filtrasyonu","Seakeeper Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (SEA-1291)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1291, Parker -1291","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1291)"
SEA-1292,"Seakeeper","İmpeller & Soğutma","Seakeeper İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (SEA-1292)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1292, Parker -1292","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1292)"
SEA-1293,"Seakeeper","Hava Emiş","Seakeeper Hava Emiş Elemanı & Orijinal Servis Kiti (SEA-1293)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1293, Parker -1293","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1293)"
SEA-1294,"Seakeeper","Termostat & Soğutma","Seakeeper Termostat & Soğutma Elemanı & Orijinal Servis Kiti (SEA-1294)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1294, Parker -1294","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1294)"
SEA-1295,"Seakeeper","Kayış & Kasnak","Seakeeper Kayış & Kasnak Elemanı & Orijinal Servis Kiti (SEA-1295)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1295, Parker -1295","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1295)"
SEA-1296,"Seakeeper","Sensör & Elektronik","Seakeeper Sensör & Elektronik Elemanı & Orijinal Servis Kiti (SEA-1296)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1296, Parker -1296","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1296)"
SEA-1297,"Seakeeper","Tutya & Korozyon","Seakeeper Tutya & Korozyon Elemanı & Orijinal Servis Kiti (SEA-1297)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1297, Parker -1297","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1297)"
SEA-1298,"Seakeeper","Ateşleme & Elektrik","Seakeeper Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (SEA-1298)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1298, Parker -1298","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1298)"
SEA-1299,"Seakeeper","Şanzıman & Redüksiyon","Seakeeper Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (SEA-1299)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1299, Parker -1299","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1299)"
SEA-1300,"Seakeeper","Yağlama & Filtre","Seakeeper Yağlama & Filtre Elemanı & Orijinal Servis Kiti (SEA-1300)","2..35 Gyro Stabilizatör Hidrolik & Soğutma Kitleri","Seakeeper Official -1300, Parker -1300","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: SEA-1300)"
PSS-1301,"PSS Shaft Seal","Yakıt Filtrasyonu","PSS Shaft Seal Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (PSS-1301)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1301, Tides Marine -1301","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1301)"
PSS-1302,"PSS Shaft Seal","İmpeller & Soğutma","PSS Shaft Seal İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (PSS-1302)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1302, Tides Marine -1302","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1302)"
PSS-1303,"PSS Shaft Seal","Hava Emiş","PSS Shaft Seal Hava Emiş Elemanı & Orijinal Servis Kiti (PSS-1303)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1303, Tides Marine -1303","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1303)"
PSS-1304,"PSS Shaft Seal","Termostat & Soğutma","PSS Shaft Seal Termostat & Soğutma Elemanı & Orijinal Servis Kiti (PSS-1304)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1304, Tides Marine -1304","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1304)"
PSS-1305,"PSS Shaft Seal","Kayış & Kasnak","PSS Shaft Seal Kayış & Kasnak Elemanı & Orijinal Servis Kiti (PSS-1305)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1305, Tides Marine -1305","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1305)"
PSS-1306,"PSS Shaft Seal","Sensör & Elektronik","PSS Shaft Seal Sensör & Elektronik Elemanı & Orijinal Servis Kiti (PSS-1306)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1306, Tides Marine -1306","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1306)"
PSS-1307,"PSS Shaft Seal","Tutya & Korozyon","PSS Shaft Seal Tutya & Korozyon Elemanı & Orijinal Servis Kiti (PSS-1307)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1307, Tides Marine -1307","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1307)"
PSS-1308,"PSS Shaft Seal","Ateşleme & Elektrik","PSS Shaft Seal Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (PSS-1308)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1308, Tides Marine -1308","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1308)"
PSS-1309,"PSS Shaft Seal","Şanzıman & Redüksiyon","PSS Shaft Seal Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (PSS-1309)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1309, Tides Marine -1309","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1309)"
PSS-1310,"PSS Shaft Seal","Yağlama & Filtre","PSS Shaft Seal Yağlama & Filtre Elemanı & Orijinal Servis Kiti (PSS-1310)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1310, Tides Marine -1310","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1310)"
PSS-1311,"PSS Shaft Seal","Yakıt Filtrasyonu","PSS Shaft Seal Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (PSS-1311)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1311, Tides Marine -1311","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1311)"
PSS-1312,"PSS Shaft Seal","İmpeller & Soğutma","PSS Shaft Seal İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (PSS-1312)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1312, Tides Marine -1312","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1312)"
PSS-1313,"PSS Shaft Seal","Hava Emiş","PSS Shaft Seal Hava Emiş Elemanı & Orijinal Servis Kiti (PSS-1313)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1313, Tides Marine -1313","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1313)"
PSS-1314,"PSS Shaft Seal","Termostat & Soğutma","PSS Shaft Seal Termostat & Soğutma Elemanı & Orijinal Servis Kiti (PSS-1314)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1314, Tides Marine -1314","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1314)"
PSS-1315,"PSS Shaft Seal","Kayış & Kasnak","PSS Shaft Seal Kayış & Kasnak Elemanı & Orijinal Servis Kiti (PSS-1315)","Damlatmaz Kuru Şaft Salmastra Körük ve Rotor Setleri","PYI PSS -1315, Tides Marine -1315","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: PSS-1315)"
002316,"Tecnoseal","Sensör & Elektronik","Tecnoseal Sensör & Elektronik Elemanı & Orijinal Servis Kiti (002316)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02316, Sierra 02316, Canada Metal 02316","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002316)"
002317,"Tecnoseal","Tutya & Korozyon","Tecnoseal Tutya & Korozyon Elemanı & Orijinal Servis Kiti (002317)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02317, Sierra 02317, Canada Metal 02317","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002317)"
002318,"Tecnoseal","Ateşleme & Elektrik","Tecnoseal Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (002318)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02318, Sierra 02318, Canada Metal 02318","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002318)"
002319,"Tecnoseal","Şanzıman & Redüksiyon","Tecnoseal Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (002319)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02319, Sierra 02319, Canada Metal 02319","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002319)"
002320,"Tecnoseal","Yağlama & Filtre","Tecnoseal Yağlama & Filtre Elemanı & Orijinal Servis Kiti (002320)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02320, Sierra 02320, Canada Metal 02320","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002320)"
002321,"Tecnoseal","Yakıt Filtrasyonu","Tecnoseal Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (002321)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02321, Sierra 02321, Canada Metal 02321","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002321)"
002322,"Tecnoseal","İmpeller & Soğutma","Tecnoseal İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (002322)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02322, Sierra 02322, Canada Metal 02322","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002322)"
002323,"Tecnoseal","Hava Emiş","Tecnoseal Hava Emiş Elemanı & Orijinal Servis Kiti (002323)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02323, Sierra 02323, Canada Metal 02323","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002323)"
002324,"Tecnoseal","Termostat & Soğutma","Tecnoseal Termostat & Soğutma Elemanı & Orijinal Servis Kiti (002324)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02324, Sierra 02324, Canada Metal 02324","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002324)"
002325,"Tecnoseal","Kayış & Kasnak","Tecnoseal Kayış & Kasnak Elemanı & Orijinal Servis Kiti (002325)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02325, Sierra 02325, Canada Metal 02325","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002325)"
002326,"Tecnoseal","Sensör & Elektronik","Tecnoseal Sensör & Elektronik Elemanı & Orijinal Servis Kiti (002326)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02326, Sierra 02326, Canada Metal 02326","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002326)"
002327,"Tecnoseal","Tutya & Korozyon","Tecnoseal Tutya & Korozyon Elemanı & Orijinal Servis Kiti (002327)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02327, Sierra 02327, Canada Metal 02327","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002327)"
002328,"Tecnoseal","Ateşleme & Elektrik","Tecnoseal Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (002328)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02328, Sierra 02328, Canada Metal 02328","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002328)"
002329,"Tecnoseal","Şanzıman & Redüksiyon","Tecnoseal Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (002329)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02329, Sierra 02329, Canada Metal 02329","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002329)"
002330,"Tecnoseal","Yağlama & Filtre","Tecnoseal Yağlama & Filtre Elemanı & Orijinal Servis Kiti (002330)","Gövde, Şaft, Pervane ve Flap Çinko / Alüminyum Anotları","Martyr 02330, Sierra 02330, Canada Metal 02330","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 002330)"
MEM-SW-2540,"Schenker / Sea Recovery","Su Yapıcı & Membran","Sea Recovery / Schenker 2540 Yüksek Basınçlı Ters Ozmoz Deniz Suyu Membranı","Sea Recovery Ultra Whisper, Aqua Matic, Schenker Zen 30..150, Idromar","Filmtec SW30-2540, Hydranautics SWC4-2540, Toray TM810V","3-5 Yılda 1 / Koruma Kimyasalı ile Kışlama","2.5x40 İnç Deniz Suyu RO Membranı, 800 PSI Çalışma Basıncı"
FLT-SED-5M,"Sea Recovery / Idromar","Su Yapıcı & Membran","10 İnç 5 Mikron Tortu & Sediment Ön Filtre Kartuşu","Sea Recovery, Schenker, Idromar, HP Watermakers Tüm Modeller","Pentek DGD-5005, Parker Fulflo, Harmsco 801-5","100-200 Saat / Tıkanmada Değişim","10x2.5 İnç Polipropilen Eriyik Üflemeli 5 Mikron Kartuş"
